road_sec_id,ms_no,all_car,line_up_car,time,road,
124,16813622660,0,0,13:04:26,路口1,
124,16813622670,0,0,13:04:27,路口1,
124,16813622680,0,0,13:04:28,路口1,
124,16813622690,0,0,13:04:29,路口1,
124,16813622700,0,0,13:04:30,路口1,
124,16813622710,0,0,13:04:31,路口1,
124,16813622720,0,0,13:04:32,路口1,
124,16813622730,0,0,13:04:33,路口1,
124,16813622740,0,0,13:04:34,路口1,
124,16813622750,0,0,13:04:35,路口1,
124,16813622760,0,0,13:04:36,路口1,
124,16813622770,0,0,13:04:37,路口1,
124,16813622780,0,0,13:04:38,路口1,
124,16813622790,0,0,13:04:39,路口1,
124,16813622800,0,0,13:04:40,路口1,
124,16813622810,0,0,13:04:41,路口1,
124,16813622820,0,0,13:04:42,路口1,
124,16813622830,0,0,13:04:43,路口1,
124,16813622840,0,0,13:04:44,路口1,
124,16813622850,0,0,13:04:45,路口1,
124,16813622860,0,0,13:04:46,路口1,
124,16813622870,0,0,13:04:47,路口1,
124,16813622880,0,0,13:04:48,路口1,
124,16813622890,0,0,13:04:49,路口1,
124,16813622900,0,0,13:04:50,路口1,
124,16813622910,0,0,13:04:51,路口1,
124,16813622920,0,0,13:04:52,路口1,
124,16813622930,0,0,13:04:53,路口1,
124,16813622940,0,0,13:04:54,路口1,
124,16813622950,0,0,13:04:55,路口1,
124,16813622960,0,0,13:04:56,路口1,
124,16813622970,0,0,13:04:57,路口1,
124,16813622980,0,0,13:04:58,路口1,
124,16813622990,0,0,13:04:59,路口1,
124,16813623000,0,0,13:05:00,路口1,
124,16813623010,0,0,13:05:01,路口1,
124,16813623020,0,0,13:05:02,路口1,
124,16813623030,0,0,13:05:03,路口1,
124,16813623040,0,0,13:05:04,路口1,
124,16813623050,0,0,13:05:05,路口1,
124,16813623060,0,0,13:05:06,路口1,
124,16813623070,0,0,13:05:07,路口1,
124,16813623080,0,0,13:05:08,路口1,
124,16813623090,0,0,13:05:09,路口1,
124,16813623100,0,0,13:05:10,路口1,
124,16813623110,0,0,13:05:11,路口1,
124,16813623120,0,0,13:05:12,路口1,
124,16813623130,0,0,13:05:13,路口1,
124,16813623140,0,0,13:05:14,路口1,
124,16813623150,0,0,13:05:15,路口1,
124,16813623160,0,0,13:05:16,路口1,
124,16813623170,0,0,13:05:17,路口1,
124,16813623180,0,0,13:05:18,路口1,
124,16813623190,0,0,13:05:19,路口1,
124,16813623200,0,0,13:05:20,路口1,
124,16813623210,0,0,13:05:21,路口1,
124,16813623220,0,0,13:05:22,路口1,
124,16813623230,0,0,13:05:23,路口1,
124,16813623240,0,0,13:05:24,路口1,
124,16813623250,0,0,13:05:25,路口1,
124,16813623260,0,0,13:05:26,路口1,
124,16813623270,0,0,13:05:27,路口1,
124,16813623280,0,0,13:05:28,路口1,
124,16813623290,0,0,13:05:29,路口1,
124,16813623300,0,0,13:05:30,路口1,
124,16813623310,0,0,13:05:31,路口1,
124,16813623320,0,0,13:05:32,路口1,
124,16813623330,0,0,13:05:33,路口1,
124,16813623340,0,0,13:05:34,路口1,
124,16813623350,0,0,13:05:35,路口1,
124,16813623360,0,0,13:05:36,路口1,
124,16813623370,0,0,13:05:37,路口1,
124,16813623380,0,0,13:05:38,路口1,
124,16813623390,0,0,13:05:39,路口1,
124,16813623400,0,0,13:05:40,路口1,
124,16813623410,0,0,13:05:41,路口1,
124,16813623420,0,0,13:05:42,路口1,
124,16813623430,0,0,13:05:43,路口1,
124,16813623440,0,0,13:05:44,路口1,
124,16813623450,0,0,13:05:45,路口1,
124,16813623460,0,0,13:05:46,路口1,
124,16813623470,0,0,13:05:47,路口1,
124,16813623480,0,0,13:05:48,路口1,
124,16813623490,0,0,13:05:49,路口1,
124,16813623500,0,0,13:05:50,路口1,
124,16813623510,1,0,13:05:51,路口1,
124,16813623520,0,0,13:05:52,路口1,
124,16813623530,0,0,13:05:53,路口1,
124,16813623540,0,0,13:05:54,路口1,
124,16813623550,0,0,13:05:55,路口1,
124,16813623560,0,0,13:05:56,路口1,
124,16813623570,0,0,13:05:57,路口1,
124,16813623580,0,0,13:05:58,路口1,
124,16813623590,0,0,13:05:59,路口1,
124,16813623600,0,0,13:06:00,路口1,
124,16813623610,0,0,13:06:01,路口1,
124,16813623620,0,0,13:06:02,路口1,
124,16813623630,0,0,13:06:03,路口1,
124,16813623640,0,0,13:06:04,路口1,
124,16813623650,0,0,13:06:05,路口1,
124,16813623660,0,0,13:06:06,路口1,
124,16813623670,0,0,13:06:07,路口1,
124,16813623680,0,0,13:06:08,路口1,
124,16813623690,0,0,13:06:09,路口1,
124,16813623700,1,0,13:06:10,路口1,
124,16813623710,1,0,13:06:11,路口1,
124,16813623720,0,0,13:06:12,路口1,
124,16813623730,0,0,13:06:13,路口1,
124,16813623740,0,0,13:06:14,路口1,
124,16813623750,0,0,13:06:15,路口1,
124,16813623760,0,0,13:06:16,路口1,
124,16813623770,0,0,13:06:17,路口1,
124,16813623780,0,0,13:06:18,路口1,
124,16813623790,0,0,13:06:19,路口1,
124,16813623800,0,0,13:06:20,路口1,
124,16813623810,0,0,13:06:21,路口1,
124,16813623820,0,0,13:06:22,路口1,
124,16813623830,0,0,13:06:23,路口1,
124,16813623840,0,0,13:06:24,路口1,
124,16813623850,0,0,13:06:25,路口1,
124,16813623860,0,0,13:06:26,路口1,
124,16813623870,0,0,13:06:27,路口1,
124,16813623880,0,0,13:06:28,路口1,
124,16813623890,0,0,13:06:29,路口1,
124,16813623900,0,0,13:06:30,路口1,
124,16813623910,0,0,13:06:31,路口1,
124,16813623920,0,0,13:06:32,路口1,
124,16813623930,0,0,13:06:33,路口1,
124,16813623940,0,0,13:06:34,路口1,
124,16813623950,0,0,13:06:35,路口1,
124,16813623960,1,0,13:06:36,路口1,
124,16813623970,1,0,13:06:37,路口1,
124,16813623980,1,0,13:06:38,路口1,
124,16813623990,1,0,13:06:39,路口1,
124,16813624000,1,0,13:06:40,路口1,
124,16813624010,1,0,13:06:41,路口1,
124,16813624020,1,1,13:06:42,路口1,
124,16813624030,1,1,13:06:43,路口1,
124,16813624040,1,1,13:06:44,路口1,
124,16813624050,1,1,13:06:45,路口1,
124,16813624060,1,1,13:06:46,路口1,
124,16813624070,1,1,13:06:47,路口1,
124,16813624080,1,1,13:06:48,路口1,
124,16813624090,1,1,13:06:49,路口1,
124,16813624100,1,1,13:06:50,路口1,
124,16813624110,1,1,13:06:51,路口1,
124,16813624120,1,1,13:06:52,路口1,
124,16813624130,1,1,13:06:53,路口1,
124,16813624140,1,1,13:06:54,路口1,
124,16813624150,1,1,13:06:55,路口1,
124,16813624160,1,1,13:06:56,路口1,
124,16813624170,1,1,13:06:57,路口1,
124,16813624180,1,1,13:06:58,路口1,
124,16813624190,1,1,13:06:59,路口1,
124,16813624200,1,1,13:07:00,路口1,
124,16813624210,1,1,13:07:01,路口1,
124,16813624220,1,1,13:07:02,路口1,
124,16813624230,1,1,13:07:03,路口1,
124,16813624240,1,1,13:07:04,路口1,
124,16813624250,1,1,13:07:05,路口1,
124,16813624260,1,1,13:07:06,路口1,
124,16813624270,1,1,13:07:07,路口1,
124,16813624280,1,1,13:07:08,路口1,
124,16813624290,1,1,13:07:09,路口1,
124,16813624300,1,1,13:07:10,路口1,
124,16813624310,1,1,13:07:11,路口1,
124,16813624320,1,1,13:07:12,路口1,
124,16813624330,1,1,13:07:13,路口1,
124,16813624340,1,1,13:07:14,路口1,
124,16813624350,1,1,13:07:15,路口1,
124,16813624360,1,1,13:07:16,路口1,
124,16813624370,1,1,13:07:17,路口1,
124,16813624380,1,1,13:07:18,路口1,
124,16813624390,1,1,13:07:19,路口1,
124,16813624400,1,1,13:07:20,路口1,
124,16813624410,1,1,13:07:21,路口1,
124,16813624420,1,1,13:07:22,路口1,
124,16813624430,1,1,13:07:23,路口1,
124,16813624440,1,1,13:07:24,路口1,
124,16813624450,1,1,13:07:25,路口1,
124,16813624460,1,1,13:07:26,路口1,
124,16813624470,1,1,13:07:27,路口1,
124,16813624480,1,1,13:07:28,路口1,
124,16813624490,1,1,13:07:29,路口1,
124,16813624500,1,1,13:07:30,路口1,
124,16813624510,1,1,13:07:31,路口1,
124,16813624520,1,1,13:07:32,路口1,
124,16813624530,1,1,13:07:33,路口1,
124,16813624540,1,1,13:07:34,路口1,
124,16813624550,1,1,13:07:35,路口1,
124,16813624560,1,1,13:07:36,路口1,
124,16813624570,1,1,13:07:37,路口1,
124,16813624580,1,1,13:07:38,路口1,
124,16813624590,1,1,13:07:39,路口1,
124,16813624600,1,1,13:07:40,路口1,
124,16813624610,1,1,13:07:41,路口1,
124,16813624620,1,1,13:07:42,路口1,
124,16813624630,1,1,13:07:43,路口1,
124,16813624640,1,1,13:07:44,路口1,
124,16813624650,1,1,13:07:45,路口1,
124,16813624660,1,1,13:07:46,路口1,
124,16813624670,1,1,13:07:47,路口1,
124,16813624680,1,1,13:07:48,路口1,
124,16813624690,1,1,13:07:49,路口1,
124,16813624700,1,1,13:07:50,路口1,
124,16813624710,1,0,13:07:51,路口1,
124,16813624720,1,0,13:07:52,路口1,
124,16813624730,1,0,13:07:53,路口1,
124,16813624740,0,0,13:07:54,路口1,
124,16813624750,0,0,13:07:55,路口1,
124,16813624760,0,0,13:07:56,路口1,
124,16813624770,0,0,13:07:57,路口1,
124,16813624780,0,0,13:07:58,路口1,
124,16813624790,0,0,13:07:59,路口1,
124,16813624800,0,0,13:08:00,路口1,
124,16813624810,0,0,13:08:01,路口1,
124,16813624820,0,0,13:08:02,路口1,
124,16813624830,0,0,13:08:03,路口1,
124,16813624840,0,0,13:08:04,路口1,
124,16813624850,0,0,13:08:05,路口1,
124,16813624860,0,0,13:08:06,路口1,
124,16813624870,0,0,13:08:07,路口1,
124,16813624880,0,0,13:08:08,路口1,
124,16813624890,0,0,13:08:09,路口1,
124,16813624900,0,0,13:08:10,路口1,
124,16813624910,0,0,13:08:11,路口1,
124,16813624920,0,0,13:08:12,路口1,
124,16813624930,0,0,13:08:13,路口1,
124,16813624940,0,0,13:08:14,路口1,
124,16813624950,0,0,13:08:15,路口1,
124,16813624960,0,0,13:08:16,路口1,
124,16813624970,0,0,13:08:17,路口1,
124,16813624980,0,0,13:08:18,路口1,
124,16813624990,0,0,13:08:19,路口1,
124,16813625000,0,0,13:08:20,路口1,
124,16813625010,0,0,13:08:21,路口1,
124,16813625020,0,0,13:08:22,路口1,
124,16813625030,0,0,13:08:23,路口1,
124,16813625040,0,0,13:08:24,路口1,
124,16813625050,0,0,13:08:25,路口1,
124,16813625060,0,0,13:08:26,路口1,
124,16813625070,0,0,13:08:27,路口1,
124,16813625080,0,0,13:08:28,路口1,
124,16813625090,0,0,13:08:29,路口1,
124,16813625100,0,0,13:08:30,路口1,
124,16813625110,0,0,13:08:31,路口1,
124,16813625120,0,0,13:08:32,路口1,
124,16813625130,0,0,13:08:33,路口1,
124,16813625140,0,0,13:08:34,路口1,
124,16813625150,0,0,13:08:35,路口1,
124,16813625160,0,0,13:08:36,路口1,
124,16813625170,0,0,13:08:37,路口1,
124,16813625180,0,0,13:08:38,路口1,
124,16813625190,0,0,13:08:39,路口1,
124,16813625200,0,0,13:08:40,路口1,
124,16813625210,0,0,13:08:41,路口1,
124,16813625220,0,0,13:08:42,路口1,
124,16813625230,0,0,13:08:43,路口1,
124,16813625240,0,0,13:08:44,路口1,
124,16813625250,0,0,13:08:45,路口1,
124,16813625260,0,0,13:08:46,路口1,
124,16813625270,0,0,13:08:47,路口1,
124,16813625280,0,0,13:08:48,路口1,
124,16813625290,0,0,13:08:49,路口1,
124,16813625300,0,0,13:08:50,路口1,
124,16813625310,0,0,13:08:51,路口1,
124,16813625320,0,0,13:08:52,路口1,
124,16813625330,0,0,13:08:53,路口1,
124,16813625340,0,0,13:08:54,路口1,
124,16813625350,0,0,13:08:55,路口1,
124,16813625360,0,0,13:08:56,路口1,
124,16813625370,0,0,13:08:57,路口1,
124,16813625380,0,0,13:08:58,路口1,
124,16813625390,0,0,13:08:59,路口1,
124,16813625400,0,0,13:09:00,路口1,
124,16813625410,0,0,13:09:01,路口1,
124,16813625420,0,0,13:09:02,路口1,
124,16813625430,0,0,13:09:03,路口1,
124,16813625440,1,0,13:09:04,路口1,
124,16813625450,1,0,13:09:05,路口1,
124,16813625460,1,0,13:09:06,路口1,
124,16813625470,1,0,13:09:07,路口1,
124,16813625480,1,0,13:09:08,路口1,
124,16813625490,1,0,13:09:09,路口1,
124,16813625500,1,1,13:09:10,路口1,
124,16813625510,1,1,13:09:11,路口1,
124,16813625520,1,1,13:09:12,路口1,
124,16813625530,1,1,13:09:13,路口1,
124,16813625540,1,1,13:09:14,路口1,
124,16813625550,1,1,13:09:15,路口1,
124,16813625560,1,1,13:09:16,路口1,
124,16813625570,1,1,13:09:17,路口1,
124,16813625580,1,1,13:09:18,路口1,
124,16813625590,1,1,13:09:19,路口1,
124,16813625600,1,1,13:09:20,路口1,
124,16813625610,1,1,13:09:21,路口1,
124,16813625620,1,1,13:09:22,路口1,
124,16813625630,1,1,13:09:23,路口1,
124,16813625640,1,1,13:09:24,路口1,
124,16813625650,1,1,13:09:25,路口1,
124,16813625660,1,1,13:09:26,路口1,
124,16813625670,1,1,13:09:27,路口1,
124,16813625680,1,1,13:09:28,路口1,
124,16813625690,1,0,13:09:29,路口1,
124,16813625700,1,0,13:09:30,路口1,
124,16813625710,1,0,13:09:31,路口1,
124,16813625720,0,0,13:09:32,路口1,
124,16813625730,0,0,13:09:33,路口1,
124,16813625740,0,0,13:09:34,路口1,
124,16813625750,0,0,13:09:35,路口1,
124,16813625760,0,0,13:09:36,路口1,
124,16813625770,0,0,13:09:37,路口1,
124,16813625780,0,0,13:09:38,路口1,
124,16813625790,0,0,13:09:39,路口1,
124,16813625800,0,0,13:09:40,路口1,
124,16813625810,0,0,13:09:41,路口1,
124,16813625820,0,0,13:09:42,路口1,
124,16813625830,0,0,13:09:43,路口1,
124,16813625840,0,0,13:09:44,路口1,
124,16813625850,0,0,13:09:45,路口1,
124,16813625860,0,0,13:09:46,路口1,
124,16813625870,0,0,13:09:47,路口1,
124,16813625880,0,0,13:09:48,路口1,
124,16813625890,0,0,13:09:49,路口1,
124,16813625900,0,0,13:09:50,路口1,
124,16813625910,0,0,13:09:51,路口1,
124,16813625920,0,0,13:09:52,路口1,
124,16813625930,0,0,13:09:53,路口1,
124,16813625940,0,0,13:09:54,路口1,
124,16813625950,0,0,13:09:55,路口1,
124,16813625960,0,0,13:09:56,路口1,
124,16813625970,0,0,13:09:57,路口1,
124,16813625980,0,0,13:09:58,路口1,
124,16813625990,0,0,13:09:59,路口1,
124,16813626000,0,0,13:10:00,路口1,
124,16813626010,0,0,13:10:01,路口1,
124,16813626020,0,0,13:10:02,路口1,
124,16813626030,0,0,13:10:03,路口1,
124,16813626040,0,0,13:10:04,路口1,
124,16813626050,0,0,13:10:05,路口1,
124,16813626060,0,0,13:10:06,路口1,
124,16813626070,0,0,13:10:07,路口1,
124,16813626080,0,0,13:10:08,路口1,
124,16813626090,0,0,13:10:09,路口1,
124,16813626100,0,0,13:10:10,路口1,
124,16813626110,0,0,13:10:11,路口1,
124,16813626120,0,0,13:10:12,路口1,
124,16813626130,0,0,13:10:13,路口1,
124,16813626140,0,0,13:10:14,路口1,
124,16813626150,0,0,13:10:15,路口1,
124,16813626160,0,0,13:10:16,路口1,
124,16813626170,0,0,13:10:17,路口1,
124,16813626180,0,0,13:10:18,路口1,
124,16813626190,0,0,13:10:19,路口1,
124,16813626200,0,0,13:10:20,路口1,
124,16813626210,0,0,13:10:21,路口1,
124,16813626220,0,0,13:10:22,路口1,
124,16813626230,0,0,13:10:23,路口1,
124,16813626240,0,0,13:10:24,路口1,
124,16813626250,0,0,13:10:25,路口1,
124,16813626260,0,0,13:10:26,路口1,
124,16813626270,0,0,13:10:27,路口1,
124,16813626280,0,0,13:10:28,路口1,
124,16813626290,0,0,13:10:29,路口1,
124,16813626300,0,0,13:10:30,路口1,
124,16813626310,0,0,13:10:31,路口1,
124,16813626320,0,0,13:10:32,路口1,
124,16813626330,0,0,13:10:33,路口1,
124,16813626340,0,0,13:10:34,路口1,
124,16813626350,0,0,13:10:35,路口1,
124,16813626360,0,0,13:10:36,路口1,
124,16813626370,0,0,13:10:37,路口1,
124,16813626380,0,0,13:10:38,路口1,
124,16813626390,0,0,13:10:39,路口1,
124,16813626400,0,0,13:10:40,路口1,
124,16813626410,0,0,13:10:41,路口1,
124,16813626420,0,0,13:10:42,路口1,
124,16813626430,0,0,13:10:43,路口1,
124,16813626440,0,0,13:10:44,路口1,
124,16813626450,0,0,13:10:45,路口1,
124,16813626460,0,0,13:10:46,路口1,
124,16813626470,0,0,13:10:47,路口1,
124,16813626480,0,0,13:10:48,路口1,
124,16813626490,0,0,13:10:49,路口1,
124,16813626500,0,0,13:10:50,路口1,
124,16813626510,0,0,13:10:51,路口1,
124,16813626520,0,0,13:10:52,路口1,
124,16813626530,0,0,13:10:53,路口1,
124,16813626540,0,0,13:10:54,路口1,
124,16813626550,0,0,13:10:55,路口1,
124,16813626560,0,0,13:10:56,路口1,
124,16813626570,0,0,13:10:57,路口1,
124,16813626580,0,0,13:10:58,路口1,
124,16813626590,0,0,13:10:59,路口1,
124,16813626600,0,0,13:11:00,路口1,
124,16813626610,0,0,13:11:01,路口1,
124,16813626620,0,0,13:11:02,路口1,
124,16813626630,0,0,13:11:03,路口1,
124,16813626640,0,0,13:11:04,路口1,
124,16813626650,0,0,13:11:05,路口1,
124,16813626660,0,0,13:11:06,路口1,
124,16813626670,0,0,13:11:07,路口1,
124,16813626680,0,0,13:11:08,路口1,
124,16813626690,0,0,13:11:09,路口1,
124,16813626700,0,0,13:11:10,路口1,
124,16813626710,0,0,13:11:11,路口1,
124,16813626720,0,0,13:11:12,路口1,
124,16813626730,0,0,13:11:13,路口1,
124,16813626740,0,0,13:11:14,路口1,
124,16813626750,0,0,13:11:15,路口1,
124,16813626760,0,0,13:11:16,路口1,
124,16813626770,0,0,13:11:17,路口1,
124,16813626780,0,0,13:11:18,路口1,
124,16813626790,0,0,13:11:19,路口1,
124,16813626800,0,0,13:11:20,路口1,
124,16813626810,0,0,13:11:21,路口1,
124,16813626820,0,0,13:11:22,路口1,
124,16813626830,0,0,13:11:23,路口1,
124,16813626840,0,0,13:11:24,路口1,
124,16813626850,0,0,13:11:25,路口1,
124,16813626860,0,0,13:11:26,路口1,
124,16813626870,0,0,13:11:27,路口1,
124,16813626880,0,0,13:11:28,路口1,
124,16813626890,0,0,13:11:29,路口1,
124,16813626900,0,0,13:11:30,路口1,
124,16813626910,0,0,13:11:31,路口1,
124,16813626920,0,0,13:11:32,路口1,
124,16813626930,0,0,13:11:33,路口1,
124,16813626940,0,0,13:11:34,路口1,
124,16813626950,0,0,13:11:35,路口1,
124,16813626960,0,0,13:11:36,路口1,
124,16813626970,0,0,13:11:37,路口1,
124,16813626980,0,0,13:11:38,路口1,
124,16813626990,0,0,13:11:39,路口1,
124,16813627000,0,0,13:11:40,路口1,
124,16813627010,0,0,13:11:41,路口1,
124,16813627020,0,0,13:11:42,路口1,
124,16813627030,1,0,13:11:43,路口1,
124,16813627040,1,0,13:11:44,路口1,
124,16813627050,1,0,13:11:45,路口1,
124,16813627060,1,0,13:11:46,路口1,
124,16813627070,1,1,13:11:47,路口1,
124,16813627080,1,1,13:11:48,路口1,
124,16813627090,1,1,13:11:49,路口1,
124,16813627100,1,1,13:11:50,路口1,
124,16813627110,1,1,13:11:51,路口1,
124,16813627120,1,1,13:11:52,路口1,
124,16813627130,1,1,13:11:53,路口1,
124,16813627140,1,1,13:11:54,路口1,
124,16813627150,1,1,13:11:55,路口1,
124,16813627160,1,1,13:11:56,路口1,
124,16813627170,1,1,13:11:57,路口1,
124,16813627180,1,1,13:11:58,路口1,
124,16813627190,1,1,13:11:59,路口1,
124,16813627200,1,0,13:12:00,路口1,
124,16813627210,1,0,13:12:01,路口1,
124,16813627220,0,0,13:12:02,路口1,
124,16813627230,0,0,13:12:03,路口1,
124,16813627240,0,0,13:12:04,路口1,
124,16813627250,0,0,13:12:05,路口1,
124,16813627260,0,0,13:12:06,路口1,
124,16813627270,0,0,13:12:07,路口1,
124,16813627280,0,0,13:12:08,路口1,
124,16813627290,0,0,13:12:09,路口1,
124,16813627300,0,0,13:12:10,路口1,
124,16813627310,0,0,13:12:11,路口1,
124,16813627320,0,0,13:12:12,路口1,
124,16813627330,0,0,13:12:13,路口1,
124,16813627340,0,0,13:12:14,路口1,
124,16813627350,0,0,13:12:15,路口1,
124,16813627360,0,0,13:12:16,路口1,
124,16813627370,0,0,13:12:17,路口1,
124,16813627380,0,0,13:12:18,路口1,
124,16813627390,0,0,13:12:19,路口1,
124,16813627400,0,0,13:12:20,路口1,
124,16813627410,0,0,13:12:21,路口1,
124,16813627420,0,0,13:12:22,路口1,
124,16813627430,0,0,13:12:23,路口1,
124,16813627440,0,0,13:12:24,路口1,
124,16813627450,0,0,13:12:25,路口1,
124,16813627460,0,0,13:12:26,路口1,
124,16813627470,0,0,13:12:27,路口1,
124,16813627480,0,0,13:12:28,路口1,
124,16813627490,0,0,13:12:29,路口1,
124,16813627500,0,0,13:12:30,路口1,
124,16813627510,0,0,13:12:31,路口1,
124,16813627520,0,0,13:12:32,路口1,
124,16813627530,0,0,13:12:33,路口1,
124,16813627540,0,0,13:12:34,路口1,
124,16813627550,0,0,13:12:35,路口1,
124,16813627560,0,0,13:12:36,路口1,
124,16813627570,0,0,13:12:37,路口1,
124,16813627580,0,0,13:12:38,路口1,
124,16813627590,0,0,13:12:39,路口1,
124,16813627600,0,0,13:12:40,路口1,
124,16813627610,0,0,13:12:41,路口1,
124,16813627620,0,0,13:12:42,路口1,
124,16813627630,0,0,13:12:43,路口1,
124,16813627640,0,0,13:12:44,路口1,
124,16813627650,0,0,13:12:45,路口1,
124,16813627660,0,0,13:12:46,路口1,
124,16813627670,0,0,13:12:47,路口1,
124,16813627680,0,0,13:12:48,路口1,
124,16813627690,0,0,13:12:49,路口1,
124,16813627700,0,0,13:12:50,路口1,
124,16813627710,0,0,13:12:51,路口1,
124,16813627720,0,0,13:12:52,路口1,
124,16813627730,0,0,13:12:53,路口1,
124,16813627740,0,0,13:12:54,路口1,
124,16813627750,0,0,13:12:55,路口1,
124,16813627760,0,0,13:12:56,路口1,
124,16813627770,0,0,13:12:57,路口1,
124,16813627780,0,0,13:12:58,路口1,
124,16813627790,0,0,13:12:59,路口1,
124,16813627800,0,0,13:13:00,路口1,
124,16813627810,0,0,13:13:01,路口1,
124,16813627820,0,0,13:13:02,路口1,
124,16813627830,0,0,13:13:03,路口1,
124,16813627840,0,0,13:13:04,路口1,
124,16813627850,0,0,13:13:05,路口1,
124,16813627860,0,0,13:13:06,路口1,
124,16813627870,1,0,13:13:07,路口1,
124,16813627880,1,0,13:13:08,路口1,
124,16813627890,1,0,13:13:09,路口1,
124,16813627900,1,1,13:13:10,路口1,
124,16813627910,1,0,13:13:11,路口1,
124,16813627920,1,0,13:13:12,路口1,
124,16813627930,1,0,13:13:13,路口1,
124,16813627940,0,0,13:13:14,路口1,
124,16813627950,0,0,13:13:15,路口1,
124,16813627960,0,0,13:13:16,路口1,
124,16813627970,0,0,13:13:17,路口1,
124,16813627980,0,0,13:13:18,路口1,
124,16813627990,0,0,13:13:19,路口1,
124,16813628000,0,0,13:13:20,路口1,
124,16813628010,0,0,13:13:21,路口1,
124,16813628020,1,0,13:13:22,路口1,
124,16813628030,1,0,13:13:23,路口1,
124,16813628040,1,0,13:13:24,路口1,
124,16813628050,1,0,13:13:25,路口1,
124,16813628060,1,0,13:13:26,路口1,
124,16813628070,1,0,13:13:27,路口1,
124,16813628080,0,0,13:13:28,路口1,
124,16813628090,0,0,13:13:29,路口1,
124,16813628100,0,0,13:13:30,路口1,
124,16813628110,0,0,13:13:31,路口1,
124,16813628120,0,0,13:13:32,路口1,
124,16813628130,0,0,13:13:33,路口1,
124,16813628140,0,0,13:13:34,路口1,
124,16813628150,0,0,13:13:35,路口1,
124,16813628160,0,0,13:13:36,路口1,
124,16813628170,1,0,13:13:37,路口1,
124,16813628180,1,0,13:13:38,路口1,
124,16813628190,0,0,13:13:39,路口1,
124,16813628200,0,0,13:13:40,路口1,
124,16813628210,0,0,13:13:41,路口1,
124,16813628220,0,0,13:13:42,路口1,
124,16813628230,0,0,13:13:43,路口1,
124,16813628240,0,0,13:13:44,路口1,
124,16813628250,0,0,13:13:45,路口1,
124,16813628260,0,0,13:13:46,路口1,
124,16813628270,0,0,13:13:47,路口1,
124,16813628280,0,0,13:13:48,路口1,
124,16813628290,0,0,13:13:49,路口1,
124,16813628300,0,0,13:13:50,路口1,
124,16813628310,0,0,13:13:51,路口1,
124,16813628320,0,0,13:13:52,路口1,
124,16813628330,0,0,13:13:53,路口1,
124,16813628340,0,0,13:13:54,路口1,
124,16813628350,0,0,13:13:55,路口1,
124,16813628360,0,0,13:13:56,路口1,
124,16813628370,0,0,13:13:57,路口1,
124,16813628380,0,0,13:13:58,路口1,
124,16813628390,0,0,13:13:59,路口1,
124,16813628400,0,0,13:14:00,路口1,
124,16813628410,0,0,13:14:01,路口1,
124,16813628420,0,0,13:14:02,路口1,
124,16813628430,0,0,13:14:03,路口1,
124,16813628440,0,0,13:14:04,路口1,
124,16813628450,0,0,13:14:05,路口1,
124,16813628460,0,0,13:14:06,路口1,
124,16813628470,0,0,13:14:07,路口1,
124,16813628480,0,0,13:14:08,路口1,
124,16813628490,0,0,13:14:09,路口1,
124,16813628500,0,0,13:14:10,路口1,
124,16813628510,1,0,13:14:11,路口1,
124,16813628520,1,0,13:14:12,路口1,
124,16813628530,1,0,13:14:13,路口1,
124,16813628540,1,1,13:14:14,路口1,
124,16813628550,1,1,13:14:15,路口1,
124,16813628560,1,1,13:14:16,路口1,
124,16813628570,1,1,13:14:17,路口1,
124,16813628580,1,1,13:14:18,路口1,
124,16813628590,1,1,13:14:19,路口1,
124,16813628600,1,1,13:14:20,路口1,
124,16813628610,1,1,13:14:21,路口1,
124,16813628620,1,1,13:14:22,路口1,
124,16813628630,1,1,13:14:23,路口1,
124,16813628640,1,1,13:14:24,路口1,
124,16813628650,1,1,13:14:25,路口1,
124,16813628660,1,1,13:14:26,路口1,
124,16813628670,1,1,13:14:27,路口1,
124,16813628680,1,1,13:14:28,路口1,
124,16813628690,1,1,13:14:29,路口1,
124,16813628700,1,1,13:14:30,路口1,
124,16813628710,1,1,13:14:31,路口1,
124,16813628720,1,1,13:14:32,路口1,
124,16813628730,1,1,13:14:33,路口1,
124,16813628740,1,1,13:14:34,路口1,
124,16813628750,1,1,13:14:35,路口1,
124,16813628760,1,1,13:14:36,路口1,
124,16813628770,2,1,13:14:37,路口1,
124,16813628780,2,1,13:14:38,路口1,
124,16813628790,3,1,13:14:39,路口1,
124,16813628800,3,2,13:14:40,路口1,
124,16813628810,3,2,13:14:41,路口1,
124,16813628820,3,2,13:14:42,路口1,
124,16813628830,3,3,13:14:43,路口1,
124,16813628840,3,3,13:14:44,路口1,
124,16813628850,3,3,13:14:45,路口1,
124,16813628860,3,3,13:14:46,路口1,
124,16813628870,4,3,13:14:47,路口1,
124,16813628880,4,3,13:14:48,路口1,
124,16813628890,3,3,13:14:49,路口1,
124,16813628900,3,3,13:14:50,路口1,
124,16813628910,3,3,13:14:51,路口1,
124,16813628920,3,3,13:14:52,路口1,
124,16813628930,3,3,13:14:53,路口1,
124,16813628940,3,3,13:14:54,路口1,
124,16813628950,3,3,13:14:55,路口1,
124,16813628960,3,3,13:14:56,路口1,
124,16813628970,3,3,13:14:57,路口1,
124,16813628980,3,3,13:14:58,路口1,
124,16813628990,3,3,13:14:59,路口1,
124,16813629000,3,3,13:15:00,路口1,
